"","Review #","Brand","Variety","Style","Country","Stars","Top Ten"
"2203",378,"Ve Wong","Hot Of Hots Artificial Satay Beef","Bowl","Taiwan","3.75",NA
"2204",377,"Sau Tao","Ho Fan Abalone Chicken","Bowl","Hong Kong","4",NA
"2205",376,"Sau Tao","Noodle King Lobster Thick","Bowl","Hong Kong","2.75",NA
"2206",375,"Vifon","Pho Bo Beef Rice Noodle","Pack","Vietnam","0.5",NA
"2207",374,"Vifon","Asian Style Instant Noodles Shrimp","Pack","Vietnam","3.75",NA
"2208",373,"Nissin","Cup Noodles Chicken Vegetable","Cup","USA","2.75",NA
"2209",372,"Noodle Time","Spicy Thai","Bowl","Canada","0.5",NA
"2210",371,"Nissin","Chow Noodles Alfredo","Tray","USA","3.75",NA
"2211",370,"Fuku","Superior Soup","Pack","Hong Kong","5",NA
"2212",369,"Bon Go Jang","Tofu Udon Dosirak","Tray","South Korea","3.75",NA
"2213",368,"Knorr","Chili Pork","Cup","Thailand","3.5",NA
"2214",367,"Saigon Ve Wong","Kung Fu Artificial Chicken","Pack","Vietnam","3.25",NA
"2215",366,"Payless","Pancit Shanghai","Pack","Philippines","2.75",NA
"2216",365,"Nissin","Cup Noodles Prawn","Cup","Singapore","3.25",NA
"2217",364,"Sao Tao","Noodle King Beef Hong Kong Style","Bowl","Hong Kong","2.5",NA
"2218",363,"Nissin","Demae Iccho Tonkotsu Macaroni","Pack","Japan","3.5",NA
"2219",362,"Vina Acecook","Daily Hot & Sour With Shrimp","Pack","Vietnam","4.5",NA
"2220",361,"Tayho","Vermicelli With Pork","Bowl","USA","1.25",NA
"2221",360,"Nissin","Cup Noodles Hearty Chicken","Cup","USA","2.5",NA
"2222",359,"Nissin","Bowl Noodles Hot & Spicy Beef","Bowl","USA","3.75",NA
"2223",358,"Doll","Spicy Artificial Pork","Pack","Hong Kong","3.75",NA
"2224",357,"Payless","Xtra Big Kalamansi Pancit Canton","Pack","Philippines","4",NA
"2225",356,"Maruchan","Ramen Noodle Soup Roast Beef","Pack","USA","2.75",NA
"2226",355,"Nongshim","Noodle Lite 275 Udon Mushroom","Bowl","South Korea","2.5",NA
"2227",354,"Maruchan","Instant Lunch Chicken 35% Less Sodium","Cup","USA","3",NA
"2228",353,"Nissin","Top Ramen Chili","Pack","USA","3.25",NA
"2229",352,"Maruchan","Ramen Noodle Soup Chili","Pack","USA","2.75",NA
"2230",351,"Nissin","Top Ramen Picante Beef","Pack","USA","3",NA
"2231",350,"Nissin","Souper Meal Tomato Garlic Shrimp","Bowl","USA","3.5",NA
"2232",349,"Ottogi","Ramen Bokki","Bowl","South Korea","3.25",NA
"2233",348,"Paldo","Bowl Noodle Kimchi","Bowl","South Korea","3.5",NA
"2234",347,"Sunny Maid","Mi Chay Vegetarian","Pack","Taiwan","1.75",NA
"2235",346,"Paldo","Bowl Noodle Spicy Artificial Chicken","Bowl","South Korea","3.125",NA
"2236",345,"Myojo","Charumera Shoyu","Pack","Japan","3.5",NA
"2237",344,"Paldo","Stirfried Kimchi","Pack","South Korea","3.75",NA
"2238",343,"Super Bihun","Goreng Rice Noodles","Pack","Indonesia","4.5",NA
"2239",342,"Nongshim","Shin Big Bowl","Bowl","South Korea","3.5",NA
"2240",341,"Vina Acecook","Daily Vegetarian","Pack","Vietnam","3.75",NA
"2241",340,"Shirakiku","Japanese Style Tokusen Shoyu","Pack","Japan","4",NA
"2242",339,"Payless","Xtra Big Chilimansi Pancit Canton","Pack","Philippines","4.5",NA
"2243",338,"Nissin","Big Cup Noodles Chicken","Cup","USA","2.25",NA
"2244",337,"Maruchan","Ramen Noodle Soup Creamy Chicken","Pack","USA","5",NA
"2245",336,"Six Fortune","Instant Noodles With Soup","Pack","South Korea","3.5",NA
"2246",335,"Goku Uma","Hot & Spicy Beef","Bowl","Japan","3.5",NA
"2247",334,"Nissin","Big Cup Noodles Beef","Cup","USA","2.125",NA
"2248",333,"Nissin","Big Cup Noodles Shrimp","Cup","USA","2.25",NA
"2249",332,"Nongshim","Champong Oriental Noodles","Cup","South Korea","3.75","
"
"2250",331,"Sunlee","Crab Noodle","Bowl","Thailand","4.5",NA
"2251",330,"Vifon","Phu Gia Instant Bean Thread Chicken","Pack","Vietnam","3.25",NA
"2252",329,"Mee Jang","Artificial Beef Flavor","Bowl","Thailand","3.5",NA
"2253",328,"Nongshim","Big Bowl Udon","Bowl","South Korea","4.5",NA
"2254",327,"Gomex","3 Mien Mi Tom Hum Lobster","Pack","Vietnam","3.5",NA
"2255",326,"Little Cook","TVP Curry Chicken","Bowl","Thailand","4",NA
"2256",325,"Mee Jang","Artificial Pork","Bowl","Thailand","3.5",NA
"2257",324,"Nongshim","Big Bowl Spicy Shrimp","Bowl","South Korea","3.5",NA
"2258",323,"Ottogi","Jin Ramen (Hot)","Cup","South Korea","3.5",NA
"2259",322,"Unif","Shrimp Fish","Bowl","Taiwan","3.75",NA
"2260",321,"Little Cook","TVP Spicy Beef","Bowl","Thailand","4.75",NA
"2261",320,"Maruchan","Ramen Noodle Soup Spicy Picante Chicken","Pack","USA","4",NA
"2262",319,"Maruchan","Ramen Noodle Soup Oriental","Pack","USA","3.75",NA
"2263",318,"Unif","Super Bowl Artificial Pickled Chilli Beef","Bowl","Taiwan","3.25",NA
"2264",317,"Maruchan","Yakisoba Cheddar Cheese","Tray","USA","4",NA
"2265",316,"Unif","Super Bowl Artificial Stewed Pork Chop","Bowl","Taiwan","3.5",NA
"2266",315,"Unif","Super Bowl Artificial Spicy Beef","Bowl","Taiwan","2.75",NA
"2267",314,"Paldo","Dosirac Mushroom","Tray","South Korea","2.5",NA
"2268",313,"Paldo","Dosirac Shrimp","Tray","South Korea","4.25",NA
"2269",312,"Lucky Me!","Supreme Bulalo Artificial Bone Marrow","Bowl","Philippines","1.75",NA
"2270",311,"Vifon","Tasty Mushroom","Pack","Vietnam","2",NA
"2271",310,"Lucky Me!","La Paz Batchoy Beef","Pack","Philippines","2.5",NA
"2272",309,"Paldo","Dosirac Beef","Tray","South Korea","3.75",NA
"2273",308,"Tradition","Imitation Chicken Vegetarian","Pack","USA","3.75",NA
"2274",307,"Royal Umbrella","Vegetarian Tom Yum","Cup","Thailand","2.75",NA
"2275",306,"Rhee Bros Assi","Rice Noodle Anchovy Flavor","Tray","South Korea","3.75",NA
"2276",305,"Lucky Me!","Supreme Special Beef Carne De Vaca","Bowl","Philippines","3.75",NA
"2277",304,"Mama","Pho Bo Rice Noodle Artificial Beef","Bowl","Thailand","3.5",NA
"2278",303,"Paldo","Dosirac Artificial Chicken","Tray","South Korea","3.25",NA
"2279",302,"Samyang","Bowl Noodle Picante Beef","Bowl","South Korea","3.75",NA
"2280",301,"Dragonfly","Guilin Style Rice Vermicelli","Bowl","China","4.5",NA
"2281",300,"Wu Mu","Steam Spinach Ramen With Onion","Pack","Taiwan","5",NA
"2282",299,"Lucky Me!","Supreme Sotanghon Artificial Chicken Vermicelli","Bowl","Philippines","3.75",NA
"2283",298,"Nongshim","Hearty Rice Noodle Spicy Veggie Consomme","Pack","South Korea","2.75",NA
"2284",297,"Rhee Bros Assi","Rice Noodle Hot & Spicy Kimchi","Tray","South Korea","3.25",NA
"2285",296,"Nissin","Cup Noodles Crab","Cup","Hong Kong","3.25",NA
"2286",295,"Tablemark","Soybean Paste","Bowl","Japan","4.5",NA
"2287",294,"Paldo","South Korean Seafood","Pack","South Korea","3.75",NA
"2288",293,"Tiger","Onion Flaver Rice Noodle","Bowl","Taiwan","0",NA
"2289",292,"Paldo","South Korean U Dong","Pack","South Korea","3.75",NA
"2290",291,"Nongshim","Shin Bowl","Bowl","South Korea","3",NA
"2291",290,"Doll","Spicy Artificial Beef","Pack","Hong Kong","3",NA
"2292",289,"Paldo","South Korean Broad Noodle","Pack","South Korea","2",NA
"2293",288,"Saigon Ve Wong","Kung Fu Artificial Beef Rice Noodle","Pack","South Korea","3.25",NA
"2294",287,"Paldo","King Cup Lobster","Cup","South Korea","3.75",NA
"2295",286,"Myojo","Hyoubanya No Yakisoba Oriental","Tray","Japan","4",NA
"2296",285,"Doll","Artificial Chicken","Pack","Hong Kong","4.5","2012 #9"
"2297",284,"Nissin","Cup Noodles Seafood","Cup","Hong Kong","4.5",NA
"2298",283,"Paldo","King Cup Kimchi Pot Stew","Cup","South Korea","4",NA
"2299",282,"Doll","Pickled Vegetable","Pack","Hong Kong","4.25",NA
"2300",281,"Mama","Oriental Kitchen Hot Spicy","Cup","Thailand","3",NA
"2301",280,"Rhee Bros Assi","Rice Noodle Katsuo","Tray","South Korea","4",NA
"2302",279,"Rhee Bros Assi","Rice Noodles Seafood","Tray","South Korea","3.75",NA
"2303",278,"Fortune","Udon Mushroom","Pack","USA","3",NA
"2304",277,"Vina Acecook","Oh! Ricey Beef Rice Noodles","Pack","Vietnam","4",NA
"2305",276,"Wai Wai","Chili Paste Tom Yum","Pack","Thailand","3.25",NA
"2306",275,"Mama","Cup Shrimp Tom Yum Flavor","Cup","Thailand","3.75",NA
"2307",274,"Ve Wong","Kung Fu Artificial Soybean Paste","Pack","Taiwan","4",NA
"2308",273,"Wai Wai","Minced Pork Tom Yum","Pack","Thailand","2.5",NA
"2309",272,"Vina Acecook","Mi Lau Thai Artificial Chicken","Pack","Vietnam","3.5",NA
"2310",271,"Paldo","South Korean Noodle Kimchi Flavor","Pack","South Korea","3.5",NA
"2311",270,"Wu Mu","Dried Noodle With BBQ Pork","Pack","Taiwan","2",NA
"2312",269,"Paldo","Spicy Shrimp Bowl","Bowl","South Korea","3.5",NA
"2313",268,"Nissin","Cup Noodles Spicy Chile Chicken","Cup","USA","3.5",NA
"2314",267,"Mama","Pork","Cup","Thailand","2",NA
"2315",266,"Vina Acecook","Mi Lau Thai Shrimp","Pack","Vietnam","4",NA
"2316",265,"Nissin","Cup Noodles Chicken","Cup","USA","3.5",NA
"2317",264,"Vina Acecook","Hao Hao Sour Hot Shrimp","Pack","Vietnam","3.75",NA
"2318",263,"Nissin","Chow Mein Kung Pao Chicken","Tray","USA","1.5",NA
"2319",262,"Vina Acecook","Daily Beef Ball","Pack","Vietnam","3.75",NA
"2320",261,"Vina Acecook","Oh! Ricey Chicken","Pack","Vietnam","3.75",NA
"2321",260,"Nissin","Bowl Noodles Hot & Spicy Shrimp","Bowl","USA","3.5",NA
"2322",259,"Vina Acecook","Mi Lau Thai Seafood","Pack","Vietnam","4",NA
"2323",258,"Royal Umbrella","Tom Yum Shrimp","Cup","Thailand","3.25",NA
"2324",257,"Nissin","Cup Noodles Beef","Cup","USA","3.5",NA
"2325",256,"Nissin","Cup Noodles Shrimp","Cup","USA","3.5",NA
"2326",255,"Mama","Oriental Kitchen Spicy Seafood","Cup","Thailand","3.75",NA
"2327",254,"Vina Acecook","Daily Hot & Spicy Tom Yun","Pack","Vietnam","4",NA
"2328",253,"Nongshim","Bowl Noodle Spicy Seafood","Bowl","USA","4.25",NA
"2329",252,"Fortune","Udon Chicken","Pack","USA","3.25",NA
"2330",251,"Fortune","Udon Beef","Pack","USA","3.5",NA
"2331",250,"Wu Mu","Steamed Noodle Sesame Oil","Pack","Taiwan","3.75",NA
"2332",249,"Unif","100 Artificial Spicy Beef","Pack","Taiwan","3.75",NA
"2333",248,"Koka","Tomato","Pack","Singapore","4.75",NA
"2334",247,"Myojo","Udon Mushroom","Pack","Japan","3",NA
"2335",246,"Mama","Artificial Pork Jumbo","Pack","Thailand","3",NA
"2336",245,"Six Fortune","Broad Noodles","Pack","South Korea","3.75",NA
"2337",244,"Nissin","Karashi Mayo Yakisoba","Tray","Japan","4.75",NA
"2338",243,"Myojo","Udon Hot & Spicy","Pack","Japan","4.5",NA
"2339",242,"Fashion Food","Tom Klong","Bowl","Thailand","2",NA
"2340",241,"Fu Chang Chinese Noodle Company","Hot & Spicy Beef","Tray","USA","4",NA
"2341",240,"Sanyo Foods","Aunt Mentaiko Durum Spaghetti","Bowl","Japan","4.5",NA
"2342",239,"Ottogi","Ppushu Ppushu Sweet & Sour","Pack","South Korea","1.75",NA
"2343",238,"Nissin","Chow Noodles Tomato Basil","Bowl","USA","4",NA
"2344",237,"Koka","Spicy Seafood Marinara","Bowl","Singapore","3",NA
"2345",236,"Koka","Spicy Sesame","Pack","Singapore","5",NA
"2346",235,"Koka","Curry","Pack","Singapore","4.25",NA
"2347",234,"Myojo","Udon Shrimp","Pack","Japan","3.75",NA
"2348",233,"Koka","Tom Yum Rice Noodles","Bowl","Singapore","3.5",NA
"2349",232,"Indomie","Mi Goreng Jumbo Beef","Pack","Indonesia","5",NA
"2350",231,"Indomie","Onion Chicken","Pack","Indonesia","4.5",NA
"2351",230,"Lucky Me!","Supreme Instant Mami Noodles With Free Crackers","Bowl","Philippines","3.75",NA
"2352",229,"Myojo","Udon Chicken","Pack","Japan","3.75",NA
"2353",228,"Vifon","Pho Ga Instant rice Noodle","Bowl","Vietnam","2",NA
"2354",227,"Quickchow","Bihon Guisado Rice Noodle","Pack","Philippines","1.75",NA
"2355",226,"Nissin","Chow Noodles Cheddar Cheese","Tray","USA","4",NA
"2356",225,"Ottogi","Snack Ramyon","Pack","South Korea","3.75",NA
"2357",224,"Mama","Instant Bowl Noodles Artificial Pork","Bowl","Thailand","2.75",NA
"2358",223,"Koka","Laksa Singapura","Bowl","Singapore","4.25",NA
"2359",222,"Myojo","Udon Crab","Pack","Japan","3",NA
"2360",221,"Nissin","Top Ramen Beef","Pack","USA","3.75",NA
"2361",220,"Wei Lih","Good Good Eat Super Ramen Original","Pack","Taiwan","3",NA
"2362",219,"Six Fortune","Tom Yam Instant soup Noodle","Pack","South Korea","2.75",NA
"2363",218,"Maruchan","Yakisoba Sweet & Sour Chicken","Tray","USA","3",NA
"2364",217,"Samyang","Bowl Noodle Kimchi","Bowl","South Korea","4",NA
"2365",216,"Maruchan","Instant Lunch Roast Chicken Flavor","Cup","USA","2.75",NA
"2366",215,"Maruchan","Yakisoba Chicken","Tray","USA","2",NA
"2367",214,"Maruchan","Yakisoba Teriyaki Beef","Tray","USA","2",NA
"2368",213,"Nongshim","Bowl Noodle Spicy Artificial Lobster","Bowl","USA","4",NA
"2369",212,"Maruchan","Yakisoba Roast chicken","Tray","USA","3.75",NA
"2370",211,"Vina Acecook","Kingcook Tomato Sauce Pork","Tray","Vietnam","3.5",NA
"2371",210,"Rocket Brand","Satoimo Noodles","Pack","China","2.5",NA
"2372",209,"Nissin","Souper Meal Beef Flavor Minestrone","Bowl","USA","3",NA
"2373",208,"Sao Tao","Ramen King Scallop Seafood","Pack","China","4.25",NA
"2374",207,"Sapporo Ichiban","Original Flavor","Pack","USA","3.5",NA
"2375",206,"Bon Go Jang","Deuchi Udon","Bowl","South Korea","3",NA
"2376",205,"Sapporo Ichiban","Beef Flavor","Pack","USA","4.5",NA
"2377",204,"Nongshim","Bowl Noodle Spicy Shrimp","Bowl","USA","2.5",NA
"2378",203,"Nongshim","Bowl Noodle Hot & Spicy","Bowl","USA","2",NA
"2379",202,"Nongshim","Bowl Noodle Cabbage Kimchi","Bowl","USA","3.25",NA
"2380",201,"Nongshim","Bowl Noodle Beef Ginger","Bowl","USA","3.5",NA
"2381",200,"Nongshim","Bowl Noodle Spicy Chicken","Bowl","USA","4.5",NA
"2382",199,"Samyang","Chinese Soybean Paste","Pack","South Korea","2",NA
"2383",198,"Shirakiku","Sanukiya Somen","Bowl","Japan","4.25",NA
"2384",197,"Rhee Bros Assi","Rice Noodle With Spicy Flavored Soup","Tray","South Korea","2.25",NA
"2385",196,"Nissin","Cup Noodles Pani Puri","Cup","India","1.5",NA
"2386",195,"Myojo","Chukazanmai Served Cool Sesame Flavored Rice Vinegar Sesame","Pack","Japan","3",NA
"2387",194,"Saigon Ve Wong","Kung Fu Instant Rice Noodles Artificial Chicken","Pack","Vietnam","3.5",NA
"2388",193,"Boss","Shrimp Tom Yum Flavor","Bowl","Thailand","2.5",NA
"2389",192,"Paldo","Soy Flavor Noodle","Pack","South Korea","4.25",NA
"2390",191,"Wu Mu","Steamed Noodle Chinese Herbs","Pack","Taiwan","3.25",NA
"2391",190,"Maggi","Perencah Tom Yam","Pack","Malaysia","2.9",NA
"2392",189,"Nissin","Cup Noodles Manchurian","Cup","India","3",NA
"2393",188,"Nongshim","Udon","Pack","South Korea","4",NA
"2394",187,"Paldo","Hwa Ramyun Soy Peptide","Pack","South Korea","4",NA
"2395",186,"Paldo","Teumsae Ramyun","Pack","South Korea","3.5",NA
"2396",185,"Shirakiku","Sanukiya Udon","Bowl","Japan","3.75",NA
"2397",184,"Myojo","Chukazanmai Soy Sauce","Pack","Japan","3.75",NA
"2398",183,"Nissin","Bowl Noodles Hot & Spicy Chicken","Bowl","USA","2",NA
"2399",182,"Myojo","Chukazanmai Soy Sauce chili Oil","Pack","Japan","3.25",NA
"2400",181,"Kamfen","Noodle King Thin Wonton","Pack","China","2",NA
"2401",180,"Myojo","Hyobanya No Yakisoba Sauce Flavor","Tray","Japan","4.75",NA
"2402",179,"Mama","Kimchi","Pack","Thailand","3",NA
"2403",178,"Mama","Oriental Style Clear Soup","Pack","Thailand","2",NA
"2404",177,"Vifon","Hu Tieu Bo Kho An Lien Beef","Pack","Vietnam","3.75",NA
"2405",176,"Paldo","Dosirac Pork","Tray","South Korea","4.125",NA
"2406",175,"Samyang","Cold Ramen With Ponytail Radish","Pack","South Korea","3",NA
"2407",174,"Lucky Me!","Sotanghon Artificial Chicken","Pack","Philippines","0.25",NA
"2408",173,"Unif","Instant Bean Vermicelli Shrimp","Pack","Taiwan","1.5",NA
"2409",172,"Mama","Flat Noodle Tom Yum","Pack","Thailand","3.75",NA
"2410",171,"Samyang","Japanese Seafood Flavor Udon","Pack","South Korea","3.75",NA
"2411",170,"Myojo","Chukazanmai Soybean Paste","Pack","Japan","3.5",NA
"2412",169,"Samyang","Seafood Party","Pack","South Korea","2.25",NA
"2413",168,"JFC","Japanese Style Noodle Fresh Udon","Bowl","Japan","3.75",NA
"2414",167,"Wai Wai","Crab Instant Rice Vermicelli","Pack","Thailand","2.5",NA
"2415",166,"Koyo","Garlic Pepper","Pack","USA","3.25",NA
"2416",165,"Doll","Sesame Oil","Pack","Hong Kong","3.5",NA
"2417",164,"Unif","Artificial Beef Flavor","Pack","Taiwan","3.75",NA
"2418",163,"Vifon","Asian Style Instant Noodles Chicken","Pack","Vietnam","3.5",NA
"2419",162,"Myojo","Chukazanmai Oriental","Pack","Japan","3.75",NA
"2420",161,"Paldo","Green Tea Chlorella","Pack","South Korea","0",NA
"2421",160,"Myojo","Ramen Desse Soy Sauce","Bowl","Japan","1.5",NA
"2422",159,"Mama","Hot & Spicy","Pack","Thailand","1.75",NA
"2423",158,"Mama","Jok Cup Porridge Artificial Pork","Cup","Thailand","2.5",NA
"2424",157,"Nissin","Sotanghon","Cup","Philippines","2",NA
"2425",156,"Maruchan","Instant Lunch Cajun Style With chili Piquin Shrimp","Cup","USA","3",NA
"2426",155,"Lucky Me!","Pancit Canton","Pack","Philippines","4.75",NA
"2427",154,"Nissin","Creamy Chicken","Cup","USA","1.75",NA
"2428",153,"Sapporo Ichiban","Shrimp Flavor","Cup","USA","1.75",NA
"2429",152,"Wu Mu","Steamed Noodle Garlic & Sesame Oil","Pack","Taiwan","4.5",NA
"2430",151,"Shirakiku","Japanese Style Tokusen Miso","Pack","Japan","3",NA
"2431",150,"Chorip Dong","Jjambbong Hot Spicy Seafood","Bowl","South Korea","4.25",NA
"2432",149,"Maruchan","Akai Kitsune Udon","Bowl","Japan","4",NA
"2433",148,"Myojo","Okinawa Soba","Pack","Japan","3.75",NA
"2434",147,"Higashi","Nagasaki Sara Udon","Pack","Japan","5",NA
"2435",146,"Mama","Pho Bo","Pack","Thailand","2.5",NA
"2436",145,"Sakurai","Vegetarian Flavor","Pack","Japan","3.5",NA
"2437",144,"Nongshim","Kimchi Ramyun","Pack","South Korea","3.5",NA
"2438",143,"Mama","Mamy Chand Clear Soup","Pack","Thailand","2.75",NA
"2439",142,"Nissin","Chow Mein Teriyaki Beef","Tray","USA","4.5",NA
"2440",141,"Six Fortune","Seafood Flavor","Pack","South Korea","2.5",NA
"2441",140,"Mama","Mi Goreng","Pack","Thailand","5",NA
"2442",139,"Kamfen","Noodle King Beef","Pack","China","1.75",NA
"2443",138,"Unif","100 Furong Shrimp",NA,"Taiwan","3",NA
"2444",137,"Nissin","Bowl Noodles Rich & Savory Chicken","Bowl","USA","1.75",NA
"2445",136,"Mama","Shrimp Creamy Tom Yum","Pack","Thailand","5",NA
"2446",135,"Unif","Fresh Shrimp","Pack","Taiwan","3.25",NA
"2447",134,"Global Inspiration","Gyeong-Gi-Do Rice","Bowl","South Korea","2.25",NA
"2448",133,"Baijia","Hot & Sour Rice Noodle","Pack","China","0",NA
"2449",132,"Ve Wong","Artificial Peppered Beef","Pack","Taiwan","3.5",NA
"2450",131,"Unif","100 Artificial Shallot Chicken","Pack","Taiwan","3.25",NA
"2451",130,"Sapporo Ichiban","Miso Soybean Paste","Pack","Japan","3.5",NA
"2452",129,"Nongshim","Mupama Tang Myun","Pack","South Korea","3.5",NA
"2453",128,"Mama","Artificial PA-LO Duck","Pack","Thailand","0.1",NA
"2454",127,"Vifon","Mi Chay Vegetarian","Pack","Vietnam","2.8",NA
"2455",126,"Mama","Tom Yam Koong Rice Vermicelli","Pack","Thailand","1.5",NA
"2456",125,"Shirakiku","Japanese Style Tokusen Karami","Pack","Japan","3",NA
"2457",124,"Nissin","Yakisoba With Mayonnaise/Mustard Packet","Tray","Japan","5",NA
"2458",123,"Wai Wai","Minced Pork Soeng Kreung","Pack","Thailand","3.7",NA
"2459",122,"Doll","Shrimp Wonton","Pack","Hong Kong","4",NA
"2460",121,"Ottogi","Bekse Curry","Pack","South Korea","4",NA
"2461",120,"Samyang","Beef","Pack","South Korea","4",NA
"2462",119,"Ve Wong","Artificial Pork & Chicken","Pack","Taiwan","3.4",NA
"2463",118,"Paldo","Bibim Men","Pack","South Korea","3.75",NA
"2464",117,"Ottogi","Ramyonsari","Pack","South Korea","4",NA
"2465",116,"Mama","Nam Vang","Pack","Thailand","3.6",NA
"2466",115,"Ottogi","Miso Ramyun","Pack","South Korea","2.8",NA
"2467",114,"Samyang","Kimchi","Pack","South Korea","2.9",NA
"2468",113,"Nongshim","Hooroorook","Pack","South Korea","4",NA
"2469",112,"Ottogi","Jiajang Noodle","Pack","South Korea","3.75",NA
"2470",111,"Ottogi","Odongtongmyon Seafood Spicy","Pack","South Korea","3.25",NA
"2471",110,"Lucky Me!","Artificial Chicken","Pack","Philippines","1.5",NA
"2472",109,"Mama","Pad Thai","Pack","Thailand","3.1",NA
"2473",108,"Teriyaki Time","Ramen","Bowl","USA","2",NA
"2474",107,"Ottogi","Pow Crunch Teriyaki","Pack","South Korea","1.1",NA
"2475",106,"GreeNoodle","Tom Yum","Pack","Thailand","0.5",NA
"2476",105,"Indomie","Special Fried Curly Noodle","Pack","Indonesia","5","2012 #1"
"2477",104,"Maruchan","Ramen Noodle Soup Chicken","Pack","USA","2",NA
"2478",103,"Ve Wong","Vegetarian Flavor","Pack","Taiwan","3",NA
"2479",102,"Indomie","Soto Mie","Pack","Indonesia","1.5",NA
"2480",101,"Ve Wong","Artificial Sesame Chicken","Pack","Taiwan","4.25",NA
"2481",100,"Unif","Artificial Chinese Beef","Pack","Taiwan","2.85",NA
"2482",99,"Ve Wong","Kung Fu Artificial Onion","Pack","Taiwan","2.75",NA
"2483",98,"Unif","Chah Chiang","Pack","Taiwan","2.5",NA
"2484",97,"Saigon Ve Wong","Kung Fu Mi Tom Chua Sour Shrimp","Pack","Vietnam","2.5",NA
"2485",96,"Saigon Ve Wong","Kung Fu Artificial Pork Flavor","Pack","Vietnam","3.75",NA
"2486",95,"Wei Lih","Artificial Beef Flavor","Pack","Taiwan","1",NA
"2487",94,"Mama","Artificial Chicken","Pack","Thailand","2.5",NA
"2488",93,"Payless","Xtra Big Original Pancit Canton","Pack","Philippines","4.5",NA
"2489",92,"Fashion Food","Tom Yum Seafood Creamy","Bowl","Thailand","2",NA
"2490",91,"Binh Tay","Mi Chay Mushroom","Pack","Vietnam","2.75",NA
"2491",90,"Long Kow","Crystal Noodle Six Kinds Of Mushrooms","Pack","China","2.3",NA
"2492",89,"Unif","100 Artificial Stewed Pork Chop","Pack","Taiwan","3.2",NA
"2493",88,"Paldo","South Korean Noodle Chicken","Pack","South Korea","3.25",NA
"2494",87,"Wai Wai","Tom Yum Shrimp Cream Soup","Pack","Thailand","2.75",NA
"2495",86,"Unif","Onion Flavor","Pack","Taiwan","3.65",NA
"2496",85,"Nissin","Demae Ramen Sesame","Pack","Japan","3.75",NA
"2497",84,"Samyang","Kalgug-Su Assorted Clam","Pack","South Korea","1.8",NA
"2498",83,"Nissin","Demae Ramen Spicy Flavor","Pack","Japan","2",NA
"2499",82,"Nissin","Demae Ramen Miso","Pack","Japan","2.75",NA
